,MotieID,date,Indiener,Indiener_party,Medeindiener_1,Medeindiener_party_1,Medeindiener_2,Medeindiener_party_2,Medeindiener_3,Medeindiener_party_3,Medeindiener_4,Medeindiener_party_4,Medeindiener_5,Medeindiener_party_5,Medeindiener_6,Medeindiener_party_6,Medeindiener_7,Medeindiener_party_7,Medeindiener_8,Medeindiener_party_8,Medeindiener_9,Medeindiener_party_9,Medeindiener_10,Medeindiener_party_10,Medeindiener_11,Medeindiener_party_11,Medeindiener_12,Medeindiener_party_12,Medeindiener_13,Medeindiener_party_13
339,23987-340,28 maart 2019,Kees Verhoeven, Democraten 66,Kathalijne Buitenweg, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
340,23987-341,28 maart 2019,Kees Verhoeven, Democraten 66,Pieter Omtzigt, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
341,23987-343,2 april 2019,Eerste ondertekenaar Pieter Omtzigt, Christen-Democratisch Appèl,Mede ondertekenaar Chris van Dam, Christen-Democratisch Appèl,Mede ondertekenaar Monica den Boer, Democraten 66,,,,,,,,,,,,,,,,,,,,,,
342,23987-344,2 april 2019,Eerste ondertekenaar Kees Verhoeven, Democraten 66,Mede ondertekenaar Pieter Omtzigt, Christen-Democratisch Appèl,Mede ondertekenaar M.J. van Rooijen, 50PLUS,,,,,,,,,,,,,,,,,,,,,,
343,23987-348,10 april 2019,Vicky Maeijer, Partij voor de Vrijheid,Geert Wilders, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
344,23987-349,10 april 2019,Kees Verhoeven, Democraten 66,Bram van Ojik, GroenLinks,Lodewijk Asscher, Partij van de Arbeid,N. Drost, ChristenUnie,Pieter Omtzigt, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,
345,23987-350,10 april 2019,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
346,23987-351,10 april 2019,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
347,23987-352,10 april 2019,Pieter Omtzigt, Christen-Democratisch Appèl,M.J. van Rooijen, 50PLUS,Renske Leijten, Socialistische Partij,Kees Verhoeven, Democraten 66,,,,,,,,,,,,,,,,,,,,
348,24036-430,8 november 2018,Joba van den Berg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,,,
349,24036-431,8 november 2018,William Moorlag, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
350,24036-433,8 november 2018,Mahir Alkaya, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
351,24077-418,4 juli 2018,Michiel van Nispen, Socialistische Partij,Attje Kuiken, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
352,24077-419,4 juli 2018,Michiel van Nispen, Socialistische Partij,Attje Kuiken, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
353,24077-420,4 juli 2018,Kees van der Staaij, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
354,24077-421,4 juli 2018,Nevin Özütok, GroenLinks,Kathalijne Buitenweg, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
355,24077-430,11 september 2019,Henk Krol, 50PLUS,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
356,24077-431,11 september 2019,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
357,24077-432,11 september 2019,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
358,24077-433,11 september 2019,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
359,24077-434,11 september 2019,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
360,24077-435,11 september 2019,Chris van Dam, Christen-Democratisch Appèl,Joël Voordewind, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,
361,24077-436,11 september 2019,Lilian Helder, Partij voor de Vrijheid,Michiel van Nispen, Socialistische Partij,Henk Krol, 50PLUS,Attje Kuiken, Partij van de Arbeid,Roelof Bisschop, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,
362,24077-437,11 september 2019,Roelof Bisschop, Staatkundig Gereformeerde Partij,Lilian Helder, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
363,24077-438,11 september 2019,Michiel van Nispen, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
364,24077-439,11 september 2019,Maarten Groothuizen, Democraten 66,Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
365,24077-440,11 september 2019,Niels van den Berge, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
366,24077-441,11 september 2019,Niels van den Berge, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
367,24077-442,11 september 2019,Joël Voordewind, ChristenUnie,Chris van Dam, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
368,24077-443,11 september 2019,Joël Voordewind, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,,,
369,24077-444,11 september 2019,Joël Voordewind, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,,,
370,24077-445,24 september 2019,Eerste ondertekenaar Henk Krol, 50PLUS,Mede ondertekenaar Stieneke van der Graaf, ChristenUnie,Mede ondertekenaar Attje Kuiken, Partij van de Arbeid,Mede ondertekenaar Femke Merel van Kooten-Arissen, Lid Van Kooten-Arissen,Mede ondertekenaar Chris van Dam, Christen-Democratisch Appèl,Mede ondertekenaar Lilian Helder, Partij voor de Vrijheid,Mede ondertekenaar Theo Hiddema, Forum voor Democratie,Mede ondertekenaar Maarten Groothuizen, Democraten 66,Mede ondertekenaar Tunahan Kuzu, DENK,Mede ondertekenaar Kees van der Staaij, Staatkundig Gereformeerde Partij,Mede ondertekenaar D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,,,,,,
371,24077-446,24 september 2019,Henk Krol, 50PLUS,Stieneke van der Graaf, ChristenUnie,Chris van Dam, Christen-Democratisch Appèl,Maarten Groothuizen, Democraten 66,Kees van der Staaij, Staatkundig Gereformeerde Partij,Attje Kuiken, Partij van de Arbeid,Femke Merel van Kooten-Arissen, Lid Van Kooten-Arissen,Farid Azarkan, DENK,Lilian Helder, Partij voor de Vrijheid,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Theo Hiddema, Forum voor Democratie,,,,,,
372,24095-450,8 november 2018,Arne Weverling, Volkspartij voor Vrijheid en Democratie,Joba van den Berg, Christen-Democratisch Appèl,William Moorlag, Partij van de Arbeid,Dion Graus, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,
373,24095-451,8 november 2018,Arne Weverling, Volkspartij voor Vrijheid en Democratie,Sjoerd Sjoerdsma, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
374,24095-452,8 november 2018,Arne Weverling, Volkspartij voor Vrijheid en Democratie,Sjoerd Sjoerdsma, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
375,24095-453,8 november 2018,Jessica van Eijs, Democraten 66,Arne Weverling, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
376,24095-454,13 november 2018,Eerste ondertekenaar Arne Weverling, Volkspartij voor Vrijheid en Democratie,Mede ondertekenaar Sjoerd Sjoerdsma, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
377,24095-455,13 november 2018,Eerste ondertekenaar Jessica van Eijs, Democraten 66,Mede ondertekenaar Arne Weverling, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
378,24095-456,13 november 2018,Eerste ondertekenaar Jessica van Eijs, Democraten 66,Mede ondertekenaar Arne Weverling, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
379,24095-466,17 april 2019,Joba van den Berg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,,,
380,24095-467,17 april 2019,Joba van den Berg, Christen-Democratisch Appèl,H.G.J. Bruins Slot, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
381,24095-468,17 april 2019,Laura Bromet, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
382,24095-469,17 april 2019,Dion Graus, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
383,24095-470,17 april 2019,Dion Graus, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
384,24095-471,17 april 2019,Arne Weverling, Volkspartij voor Vrijheid en Democratie,Joba van den Berg, Christen-Democratisch Appèl,Eppo Bruins, ChristenUnie,Sjoerd Sjoerdsma, Democraten 66,,,,,,,,,,,,,,,,,,,,
385,24095-472,17 april 2019,Sjoerd Sjoerdsma, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,,,
386,24095-473,17 april 2019,Sjoerd Sjoerdsma, Democraten 66,Arne Weverling, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
387,24095-474,17 april 2019,William Moorlag, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
388,24095-475,17 april 2019,William Moorlag, Partij van de Arbeid,Laura Bromet, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
389,24095-476,23 april 2019,Eerste ondertekenaar Sjoerd Sjoerdsma, Democraten 66,Mede ondertekenaar Arne Weverling, Volkspartij voor Vrijheid en Democratie,Mede ondertekenaar Joba van den Berg, Christen-Democratisch Appèl,Mede ondertekenaar Eppo Bruins, ChristenUnie,,,,,,,,,,,,,,,,,,,,
390,24095-480,4 juli 2019,Sjoerd Sjoerdsma, Democraten 66,Joba van den Berg, Christen-Democratisch Appèl,Eppo Bruins, ChristenUnie,William Moorlag, Partij van de Arbeid,Arne Weverling, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,
391,24095-481,4 juli 2019,Arne Weverling, Volkspartij voor Vrijheid en Democratie,Dion Graus, Partij voor de Vrijheid,Sjoerd Sjoerdsma, Democraten 66,William Moorlag, Partij van de Arbeid,Laura Bromet, GroenLinks,Eppo Bruins, ChristenUnie,Joba van den Berg, Christen-Democratisch Appèl,Chris Stoffer, Staatkundig Gereformeerde Partij,Frank Futselaar, Socialistische Partij,,,,,,,,,,
392,24095-482,4 juli 2019,Arne Weverling, Volkspartij voor Vrijheid en Democratie,Joba van den Berg, Christen-Democratisch Appèl,Laura Bromet, GroenLinks,Eppo Bruins, ChristenUnie,Frank Futselaar, Socialistische Partij,Chris Stoffer, Staatkundig Gereformeerde Partij,Dion Graus, Partij voor de Vrijheid,Sjoerd Sjoerdsma, Democraten 66,William Moorlag, Partij van de Arbeid,,,,,,,,,,
393,24095-483,4 juli 2019,Laura Bromet, GroenLinks,William Moorlag, Partij van de Arbeid,Chris Stoffer, Staatkundig Gereformeerde Partij,Dion Graus, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,
394,24095-485,4 juli 2019,William Moorlag, Partij van de Arbeid,Laura Bromet, GroenLinks,Sjoerd Sjoerdsma, Democraten 66,,,,,,,,,,,,,,,,,,,,,,
395,24095-486,4 juli 2019,William Moorlag, Partij van de Arbeid,Frank Futselaar, Socialistische Partij,Laura Bromet, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
396,24095-487,4 juli 2019,Joba van den Berg, Christen-Democratisch Appèl,Chris Stoffer, Staatkundig Gereformeerde Partij,Eppo Bruins, ChristenUnie,William Moorlag, Partij van de Arbeid,Frank Futselaar, Socialistische Partij,Laura Bromet, GroenLinks,Arne Weverling, Volkspartij voor Vrijheid en Democratie,Dion Graus, Partij voor de Vrijheid,,,,,,,,,,,,
397,24095-488,4 juli 2019,Joba van den Berg, Christen-Democratisch Appèl,Chris Stoffer, Staatkundig Gereformeerde Partij,Dion Graus, Partij voor de Vrijheid,Eppo Bruins, ChristenUnie,,,,,,,,,,,,,,,,,,,,
398,24095-489,4 juli 2019,Joba van den Berg, Christen-Democratisch Appèl,Laura Bromet, GroenLinks,Arne Weverling, Volkspartij voor Vrijheid en Democratie,William Moorlag, Partij van de Arbeid,Chris Stoffer, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,
399,24095-490,4 juli 2019,Dion Graus, Partij voor de Vrijheid,William Moorlag, Partij van de Arbeid,Laura Bromet, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
400,24170-181,13 december 2018,Vera Bergkamp, Democraten 66,Sophie Hermans, Volkspartij voor Vrijheid en Democratie,Maarten Hijink, Socialistische Partij,Evert Jan Slootweg, Christen-Democratisch Appèl,Fleur Agema, Partij voor de Vrijheid,Corinne Ellemeet, GroenLinks,,,,,,,,,,,,,,,,
401,24170-182,13 december 2018,Vera Bergkamp, Democraten 66,Corinne Ellemeet, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
402,24170-183,13 december 2018,Vera Bergkamp, Democraten 66,Sophie Hermans, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
403,24170-184,13 december 2018,Maarten Hijink, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
404,24170-185,13 december 2018,Maarten Hijink, Socialistische Partij,Evert Jan Slootweg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
405,24170-186,13 december 2018,Corinne Ellemeet, GroenLinks,Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
406,24170-187,13 december 2018,Fleur Agema, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
407,24170-188,18 december 2018,Eerste ondertekenaar Vera Bergkamp, Democraten 66,Mede ondertekenaar Fleur Agema, Partij voor de Vrijheid,Mede ondertekenaar Sophie Hermans, Volkspartij voor Vrijheid en Democratie,Mede ondertekenaar Maarten Hijink, Socialistische Partij,Mede ondertekenaar Corinne Ellemeet, GroenLinks,Mede ondertekenaar Evert Jan Slootweg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,
408,24170-189,18 december 2018,Eerste ondertekenaar Corinne Ellemeet, GroenLinks,Mede ondertekenaar Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
409,24515-458,23 januari 2019,Paul Smeulders, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
410,24515-459,23 januari 2019,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
411,24515-460,23 januari 2019,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
412,24515-461,23 januari 2019,Tunahan Kuzu, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
413,24515-462,23 januari 2019,Corrie van Brenk, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
414,24515-463,23 januari 2019,Corrie van Brenk, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
415,24515-464,23 januari 2019,Corrie van Brenk, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
416,24515-469,6 maart 2019,Rens Raemakers, Democraten 66,René Peters, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
417,24515-470,6 maart 2019,Rens Raemakers, Democraten 66,Eppo Bruins, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,
418,24515-471,6 maart 2019,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
419,24515-472,6 maart 2019,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
420,24515-473,6 maart 2019,Wim-Jan Renkema, GroenLinks,Gijs van Dijk, Partij van de Arbeid,Corrie van Brenk, 50PLUS,,,,,,,,,,,,,,,,,,,,,,
421,24515-474,6 maart 2019,Gijs van Dijk, Partij van de Arbeid,Rens Raemakers, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
422,24515-475,6 maart 2019,Gijs van Dijk, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
423,24515-476,6 maart 2019,Tunahan Kuzu, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
424,24515-477,6 maart 2019,Tunahan Kuzu, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
425,24515-478,6 maart 2019,Tunahan Kuzu, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
426,24515-479,6 maart 2019,Eppo Bruins, ChristenUnie,Gijs van Dijk, Partij van de Arbeid,L.A. de Lange, Volkspartij voor Vrijheid en Democratie,René Peters, Christen-Democratisch Appèl,Rens Raemakers, Democraten 66,,,,,,,,,,,,,,,,,,
427,24515-480,6 maart 2019,L.A. de Lange, Volkspartij voor Vrijheid en Democratie,Corrie van Brenk, 50PLUS,Tunahan Kuzu, DENK,Jasper van Dijk, Socialistische Partij,René Peters, Christen-Democratisch Appèl,Gijs van Dijk, Partij van de Arbeid,Rens Raemakers, Democraten 66,Eppo Bruins, ChristenUnie,Wim-Jan Renkema, GroenLinks,,,,,,,,,,
428,24515-481,6 maart 2019,René Peters, Christen-Democratisch Appèl,L.A. de Lange, Volkspartij voor Vrijheid en Democratie,Corrie van Brenk, 50PLUS,,,,,,,,,,,,,,,,,,,,,,
429,24587-726,3 oktober 2018,Michiel van Nispen, Socialistische Partij,Kathalijne Buitenweg, GroenLinks,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,
430,24587-727,3 oktober 2018,Michiel van Nispen, Socialistische Partij,Attje Kuiken, Partij van de Arbeid,Kathalijne Buitenweg, GroenLinks,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,
431,24587-728,3 oktober 2018,Kathalijne Buitenweg, GroenLinks,Michiel van Nispen, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
432,24587-729,3 oktober 2018,Kathalijne Buitenweg, GroenLinks,Stieneke van der Graaf, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,
433,24587-730,3 oktober 2018,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
434,24587-731,3 oktober 2018,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
435,24587-732,3 oktober 2018,Madeleine van Toorenburg, Christen-Democratisch Appèl,Maarten Groothuizen, Democraten 66,F. van Oosten, Volkspartij voor Vrijheid en Democratie,Stieneke van der Graaf, ChristenUnie,,,,,,,,,,,,,,,,,,,,
436,24587-733,3 oktober 2018,Stieneke van der Graaf, ChristenUnie,Maarten Groothuizen, Democraten 66,Kathalijne Buitenweg, GroenLinks,Michiel van Nispen, Socialistische Partij,Madeleine van Toorenburg, Christen-Democratisch Appèl,Attje Kuiken, Partij van de Arbeid,Kees van der Staaij, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,
437,24587-734,3 oktober 2018,Gidi Markuszower, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
438,24587-735,3 oktober 2018,Attje Kuiken, Partij van de Arbeid,Kathalijne Buitenweg, GroenLinks,Michiel van Nispen, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,
439,24587-737,9 oktober 2018,Eerste ondertekenaar Kathalijne Buitenweg, GroenLinks,Mede ondertekenaar Michiel van Nispen, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
440,24587-738,9 oktober 2018,Eerste ondertekenaar Attje Kuiken, Partij van de Arbeid,Mede ondertekenaar Michiel van Nispen, Socialistische Partij,Mede ondertekenaar Kathalijne Buitenweg, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
441,25087-231,17 april 2019,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
442,25087-232,17 april 2019,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
443,25087-233,17 april 2019,Renske Leijten, Socialistische Partij,Bart Snels, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
444,25087-234,17 april 2019,Bart Snels, GroenLinks,Henk Nijboer, Partij van de Arbeid,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,
445,25087-235,17 april 2019,Henk Nijboer, Partij van de Arbeid,Renske Leijten, Socialistische Partij,Bart Snels, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
446,25087-238,13 juni 2019,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
447,25087-239,13 juni 2019,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
448,25087-240,13 juni 2019,Bart Snels, GroenLinks,Henk Nijboer, Partij van de Arbeid,Renske Leijten, Socialistische Partij,Lammert van Raan, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,
449,25295-53,12 maart 2019,Henk van Gerven, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
450,25295-54,12 maart 2019,Henk van Gerven, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
451,25295-55,12 maart 2019,Henk van Gerven, Socialistische Partij,Femke Merel van Kooten-Arissen, Lid Van Kooten-Arissen,,,,,,,,,,,,,,,,,,,,,,,,
452,25295-56,12 maart 2019,Henk van Gerven, Socialistische Partij,Femke Merel van Kooten-Arissen, Lid Van Kooten-Arissen,,,,,,,,,,,,,,,,,,,,,,,,
453,25295-57,12 maart 2019,William Moorlag, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
454,25295-58,12 maart 2019,Femke Merel van Kooten-Arissen, Lid Van Kooten-Arissen,Henk van Gerven, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
455,25295-59,12 maart 2019,Femke Merel van Kooten-Arissen, Lid Van Kooten-Arissen,Henk van Gerven, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
456,25295-60,12 maart 2019,Femke Merel van Kooten-Arissen, Lid Van Kooten-Arissen,Henk van Gerven, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
457,25295-61,12 maart 2019,Femke Merel van Kooten-Arissen, Lid Van Kooten-Arissen,,,,,,,,,,,,,,,,,,,,,,,,,,
458,25295-62,12 maart 2019,Corinne Ellemeet, GroenLinks,Femke Merel van Kooten-Arissen, Lid Van Kooten-Arissen,,,,,,,,,,,,,,,,,,,,,,,,
459,25295-63,12 maart 2019,Carla Dik-Faber, ChristenUnie,Rens Raemakers, Democraten 66,Joba van den Berg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,
460,25295-64,12 maart 2019,Joba van den Berg, Christen-Democratisch Appèl,Corinne Ellemeet, GroenLinks,Arno Rutte, Volkspartij voor Vrijheid en Democratie,Carla Dik-Faber, ChristenUnie,,,,,,,,,,,,,,,,,,,,
461,25295-65,12 maart 2019,Fleur Agema, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
462,25295-66,19 maart 2019,Eerste ondertekenaar Carla Dik-Faber, ChristenUnie,Mede ondertekenaar Joba van den Berg, Christen-Democratisch Appèl,Mede ondertekenaar Henk van Gerven, Socialistische Partij,Mede ondertekenaar Rens Raemakers, Democraten 66,,,,,,,,,,,,,,,,,,,,
463,25295-67,19 maart 2019,Eerste ondertekenaar Fleur Agema, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
464,25422-231,27 september 2018,Frank Wassenberg, Partij voor de Dieren,Suzanne Kröger, GroenLinks,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,
465,25422-232,27 september 2018,Frank Wassenberg, Partij voor de Dieren,Sandra Beckerman, Socialistische Partij,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
466,25422-233,27 september 2018,Frank Wassenberg, Partij voor de Dieren,Suzanne Kröger, GroenLinks,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,
467,25422-234,27 september 2018,Frank Wassenberg, Partij voor de Dieren,Sandra Beckerman, Socialistische Partij,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
468,25422-235,27 september 2018,Frank Wassenberg, Partij voor de Dieren,Suzanne Kröger, GroenLinks,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,
469,25422-236,27 september 2018,Suzanne Kröger, GroenLinks,Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
470,25422-241,13 december 2018,Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
471,25422-242,13 december 2018,Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
472,25422-243,13 december 2018,Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
473,25422-244,13 december 2018,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
474,25422-245,13 december 2018,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
475,25422-246,13 december 2018,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
476,25422-247,13 december 2018,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
477,25422-248,18 december 2018,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,Mede ondertekenaar Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
478,25424-436,20 december 2018,Fleur Agema, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
479,25424-437,20 december 2018,Maarten Hijink, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
480,25424-438,20 december 2018,Wim-Jan Renkema, GroenLinks,Joba van den Berg, Christen-Democratisch Appèl,L.A. de Lange, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,
481,25424-439,20 december 2018,L.A. de Lange, Volkspartij voor Vrijheid en Democratie,Joba van den Berg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
482,25424-440,20 december 2018,L.A. de Lange, Volkspartij voor Vrijheid en Democratie,Joba van den Berg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
483,25424-441,20 december 2018,L.A. de Lange, Volkspartij voor Vrijheid en Democratie,Antje Diertens, Democraten 66,Joba van den Berg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,
484,25424-442,20 december 2018,Joba van den Berg, Christen-Democratisch Appèl,Antje Diertens, Democraten 66,Wim-Jan Renkema, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
485,25424-443,20 december 2018,Joba van den Berg, Christen-Democratisch Appèl,Antje Diertens, Democraten 66,L.A. de Lange, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,
486,25424-444,20 december 2018,Antje Diertens, Democraten 66,Joba van den Berg, Christen-Democratisch Appèl,Wim-Jan Renkema, GroenLinks,L.A. de Lange, Volkspartij voor Vrijheid en Democratie,Monica den Boer, Democraten 66,,,,,,,,,,,,,,,,,,
487,25424-446,20 december 2018,Eerste ondertekenaar Maarten Hijink, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
488,25424-447,20 december 2018,Eerste ondertekenaar Wim-Jan Renkema, GroenLinks,Mede ondertekenaar L.A. de Lange, Volkspartij voor Vrijheid en Democratie,Mede ondertekenaar Antje Diertens, Democraten 66,Mede ondertekenaar Joba van den Berg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,
489,25424-448,20 december 2018,Eerste ondertekenaar Joba van den Berg, Christen-Democratisch Appèl,Mede ondertekenaar Wim-Jan Renkema, GroenLinks,Mede ondertekenaar Carla Dik-Faber, ChristenUnie,Mede ondertekenaar Antje Diertens, Democraten 66,,,,,,,,,,,,,,,,,,,,
