,MotieID,date,Indiener,Indiener_party,Medeindiener_1,Medeindiener_party_1,Medeindiener_2,Medeindiener_party_2,Medeindiener_3,Medeindiener_party_3,Medeindiener_4,Medeindiener_party_4,Medeindiener_5,Medeindiener_party_5,Medeindiener_6,Medeindiener_party_6,Medeindiener_7,Medeindiener_party_7,Medeindiener_8,Medeindiener_party_8,Medeindiener_9,Medeindiener_party_9,Medeindiener_10,Medeindiener_party_10,Medeindiener_11,Medeindiener_party_11,Medeindiener_12,Medeindiener_party_12,Medeindiener_13,Medeindiener_party_13
3845,35000-V-44,20 november 2018,Eerste ondertekenaar Sadet Karabulut, Socialistische Partij,Mede ondertekenaar Lilianne Ploumen, Partij van de Arbeid,Mede ondertekenaar Bram van Ojik, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
3846,35000-V-75,26 juni 2019,Sadet Karabulut, Socialistische Partij,Bram van Ojik, GroenLinks,Lilianne Ploumen, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,
3847,35000-V-76,26 juni 2019,Lilianne Ploumen, Partij van de Arbeid,Bram van Ojik, GroenLinks,Sadet Karabulut, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,
3848,35000-V-77,26 juni 2019,Sven Koopmans, Volkspartij voor Vrijheid en Democratie,Sjoerd Sjoerdsma, Democraten 66,Martijn van Helvert, Christen-Democratisch Appèl,Joël Voordewind, ChristenUnie,,,,,,,,,,,,,,,,,,,,
3849,35000-V-78,26 juni 2019,Joël Voordewind, ChristenUnie,Sjoerd Sjoerdsma, Democraten 66,Martijn van Helvert, Christen-Democratisch Appèl,Sadet Karabulut, Socialistische Partij,Sven Koopmans, Volkspartij voor Vrijheid en Democratie,Bram van Ojik, GroenLinks,Lilianne Ploumen, Partij van de Arbeid,,,,,,,,,,,,,,
3850,35000-VI-103,24 april 2019,Kathalijne Buitenweg, GroenLinks,Jeroen van Wijngaarden, Volkspartij voor Vrijheid en Democratie,Michiel van Nispen, Socialistische Partij,Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,
3851,35000-VI-104,24 april 2019,Kathalijne Buitenweg, GroenLinks,Michiel van Nispen, Socialistische Partij,Jeroen van Wijngaarden, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,
3852,35000-VI-105,24 april 2019,Michiel van Nispen, Socialistische Partij,Kathalijne Buitenweg, GroenLinks,Jeroen van Wijngaarden, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,
3853,35000-VI-106,24 april 2019,Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,35000-VI-107,24 april 2019,Gidi Markuszower, Partij voor de Vrijheid,Geert Wilders, Partij voor de Vrijheid,Machiel de Graaf, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,
3855,35000-VI-108,24 april 2019,Madeleine van Toorenburg, Christen-Democratisch Appèl,Jeroen van Wijngaarden, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
3856,35000-VI-109,24 april 2019,Jeroen van Wijngaarden, Volkspartij voor Vrijheid en Democratie,Michiel van Nispen, Socialistische Partij,Madeleine van Toorenburg, Christen-Democratisch Appèl,Kathalijne Buitenweg, GroenLinks,Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,
3857,35000-VI-110,24 april 2019,Jeroen van Wijngaarden, Volkspartij voor Vrijheid en Democratie,Michiel van Nispen, Socialistische Partij,Kathalijne Buitenweg, GroenLinks,Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,
3858,35000-VI-114,14 mei 2019,Eerste ondertekenaar Michiel van Nispen, Socialistische Partij,Mede ondertekenaar Jeroen van Wijngaarden, Volkspartij voor Vrijheid en Democratie,Mede ondertekenaar Kathalijne Buitenweg, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
3859,35000-VI-115,14 mei 2019,Eerste ondertekenaar Michiel van Nispen, Socialistische Partij,Mede ondertekenaar Jeroen van Wijngaarden, Volkspartij voor Vrijheid en Democratie,Mede ondertekenaar Kathalijne Buitenweg, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
3860,35000-VI-21,22 november 2018,Sietse Fritsma, Partij voor de Vrijheid,Geert Wilders, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
3861,35000-VI-22,22 november 2018,Sietse Fritsma, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,35000-VI-23,22 november 2018,Sietse Fritsma, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,35000-VI-24,22 november 2018,Lilian Helder, Partij voor de Vrijheid,F. van Oosten, Volkspartij voor Vrijheid en Democratie,Chris van Dam, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,
3864,35000-VI-25,22 november 2018,Lilian Helder, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,35000-VI-26,22 november 2018,Lilian Helder, Partij voor de Vrijheid,Sietse Fritsma, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
3866,35000-VI-27,22 november 2018,Lilian Helder, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,35000-VI-28,22 november 2018,Machiel de Graaf, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,35000-VI-29,22 november 2018,Machiel de Graaf, Partij voor de Vrijheid,Geert Wilders, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
3869,35000-VI-30,22 november 2018,Gidi Markuszower, Partij voor de Vrijheid,Machiel de Graaf, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
3870,35000-VI-31,22 november 2018,Gidi Markuszower, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,35000-VI-32,22 november 2018,Gidi Markuszower, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,35000-VI-33,22 november 2018,F. van Oosten, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,35000-VI-34,22 november 2018,F. van Oosten, Volkspartij voor Vrijheid en Democratie,Attje Kuiken, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
3874,35000-VI-35,22 november 2018,F. van Oosten, Volkspartij voor Vrijheid en Democratie,Madeleine van Toorenburg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
3875,35000-VI-36,22 november 2018,F. van Oosten, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,35000-VI-37,22 november 2018,F. van Oosten, Volkspartij voor Vrijheid en Democratie,Chris van Dam, Christen-Democratisch Appèl,Lilian Helder, Partij voor de Vrijheid,Henk Krol, 50PLUS,Machiel de Graaf, Partij voor de Vrijheid,Kees van der Staaij, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,
3877,35000-VI-38,22 november 2018,M. Azmani, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,35000-VI-39,22 november 2018,Kathalijne Buitenweg, GroenLinks,Michiel van Nispen, Socialistische Partij,Attje Kuiken, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,
3879,35000-VI-40,22 november 2018,Kathalijne Buitenweg, GroenLinks,Maarten Groothuizen, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
3880,35000-VI-41,22 november 2018,Kathalijne Buitenweg, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,35000-VI-42,22 november 2018,Bram van Ojik, GroenLinks,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
3882,35000-VI-43,22 november 2018,Chris van Dam, Christen-Democratisch Appèl,Michiel van Nispen, Socialistische Partij,Stieneke van der Graaf, ChristenUnie,Kees van der Staaij, Staatkundig Gereformeerde Partij,Kathalijne Buitenweg, GroenLinks,Maarten Groothuizen, Democraten 66,,,,,,,,,,,,,,,,
3883,35000-VI-44,22 november 2018,Chris van Dam, Christen-Democratisch Appèl,Monica den Boer, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
3884,35000-VI-45,22 november 2018,Chris van Dam, Christen-Democratisch Appèl,Stieneke van der Graaf, ChristenUnie,Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,Lilian Helder, Partij voor de Vrijheid,Kees van der Staaij, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,
3885,35000-VI-46,22 november 2018,Chris van Dam, Christen-Democratisch Appèl,Madeleine van Toorenburg, Christen-Democratisch Appèl,Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,
3886,35000-VI-47,22 november 2018,Madeleine van Toorenburg, Christen-Democratisch Appèl,Stieneke van der Graaf, ChristenUnie,Maarten Groothuizen, Democraten 66,Indiener: S. Dekker, minister voor Rechtsbescherming,F. van Oosten, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,
3887,35000-VI-48,22 november 2018,Madeleine van Toorenburg, Christen-Democratisch Appèl,F. van Oosten, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
3888,35000-VI-49,22 november 2018,Madeleine van Toorenburg, Christen-Democratisch Appèl,Bram van Ojik, GroenLinks,Henk Krol, 50PLUS,Joël Voordewind, ChristenUnie,Jasper van Dijk, Socialistische Partij,Attje Kuiken, Partij van de Arbeid,Farid Azarkan, DENK,Maarten Groothuizen, Democraten 66,Kees van der Staaij, Staatkundig Gereformeerde Partij,,,,,,,,,,
3889,35000-VI-50,22 november 2018,Michiel van Nispen, Socialistische Partij,Kathalijne Buitenweg, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
3890,35000-VI-51,22 november 2018,Michiel van Nispen, Socialistische Partij,Maarten Groothuizen, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
3891,35000-VI-52,22 november 2018,Michiel van Nispen, Socialistische Partij,F. van Oosten, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
3892,35000-VI-53,22 november 2018,Michiel van Nispen, Socialistische Partij,Indiener: Paul van Meenen, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
3893,35000-VI-54,22 november 2018,Michiel van Nispen, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,35000-VI-55,22 november 2018,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,35000-VI-56,22 november 2018,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,35000-VI-57,22 november 2018,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,35000-VI-58,22 november 2018,Maarten Groothuizen, Democraten 66,Stieneke van der Graaf, ChristenUnie,F. van Oosten, Volkspartij voor Vrijheid en Democratie,Chris van Dam, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,
3898,35000-VI-59,22 november 2018,Maarten Groothuizen, Democraten 66,Joël Voordewind, ChristenUnie,Bram van Ojik, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
3899,35000-VI-60,22 november 2018,Maarten Groothuizen, Democraten 66,Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
3900,35000-VI-61,22 november 2018,Monica den Boer, Democraten 66,Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
3901,35000-VI-62,22 november 2018,Monica den Boer, Democraten 66,Kathalijne Buitenweg, GroenLinks,Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,
3902,35000-VI-63,22 november 2018,Attje Kuiken, Partij van de Arbeid,Kathalijne Buitenweg, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
3903,35000-VI-64,22 november 2018,Stieneke van der Graaf, ChristenUnie,Michiel van Nispen, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
3904,35000-VI-65,22 november 2018,Stieneke van der Graaf, ChristenUnie,Maarten Groothuizen, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
3905,35000-VI-66,22 november 2018,Joël Voordewind, ChristenUnie,Bram van Ojik, GroenLinks,Kees van der Staaij, Staatkundig Gereformeerde Partij,Madeleine van Toorenburg, Christen-Democratisch Appèl,Maarten Groothuizen, Democraten 66,,,,,,,,,,,,,,,,,,
3906,35000-VI-67,22 november 2018,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,35000-VI-68,22 november 2018,Kees van der Staaij, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,35000-VI-69,22 november 2018,Kees van der Staaij, Staatkundig Gereformeerde Partij,Roelof Bisschop, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,,,,,,,
3909,35000-VI-70,22 november 2018,Kees van der Staaij, Staatkundig Gereformeerde Partij,Joël Voordewind, ChristenUnie,Roelof Bisschop, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,,,,,
3910,35000-VI-71,22 november 2018,Farid Azarkan, DENK,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,
3911,35000-VI-72,22 november 2018,Farid Azarkan, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,35000-VI-73,22 november 2018,Farid Azarkan, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,35000-VI-74,27 november 2018,Eerste ondertekenaar Gidi Markuszower, Partij voor de Vrijheid,Mede ondertekenaar Machiel de Graaf, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
3914,35000-VI-75,27 november 2018,Eerste ondertekenaar Gidi Markuszower, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,35000-VI-76,27 november 2018,Eerste ondertekenaar F. van Oosten, Volkspartij voor Vrijheid en Democratie,Mede ondertekenaar Attje Kuiken, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
3916,35000-VI-77,27 november 2018,Eerste ondertekenaar Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,35000-VI-78,27 november 2018,Eerste ondertekenaar Maarten Groothuizen, Democraten 66,Mede ondertekenaar Joël Voordewind, ChristenUnie,Mede ondertekenaar Bram van Ojik, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
3918,35000-VI-79,27 november 2018,Eerste ondertekenaar Monica den Boer, Democraten 66,Mede ondertekenaar Kathalijne Buitenweg, GroenLinks,Mede ondertekenaar Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,Mede ondertekenaar Attje Kuiken, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,
3919,35000-VI-81,11 december 2018,Eerste ondertekenaar Chris van Dam, Christen-Democratisch Appèl,Mede ondertekenaar Madeleine van Toorenburg, Christen-Democratisch Appèl,Mede ondertekenaar Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,
3920,35000-VI-82,11 december 2018,Eerste ondertekenaar Chris van Dam, Christen-Democratisch Appèl,Mede ondertekenaar Stieneke van der Graaf, ChristenUnie,Mede ondertekenaar Madeleine van Toorenburg, Christen-Democratisch Appèl,Mede ondertekenaar Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,
3921,35000-VI-89,29 januari 2019,Eerste ondertekenaar Maarten Groothuizen, Democraten 66,Mede ondertekenaar Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
3922,35000-VII-13,18 oktober 2018,Jan Middendorp, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,35000-VII-14,18 oktober 2018,Jan Middendorp, Volkspartij voor Vrijheid en Democratie,Kees Verhoeven, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
3924,35000-VII-15,18 oktober 2018,Attje Kuiken, Partij van de Arbeid,Nevin Özütok, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
3925,35000-VII-16,18 oktober 2018,Nevin Özütok, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,35000-VII-17,18 oktober 2018,Nevin Özütok, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,35000-VII-18,18 oktober 2018,Nevin Özütok, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
3928,35000-VII-19,18 oktober 2018,Harry van der Molen, Christen-Democratisch Appèl,Stieneke van der Graaf, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,
3929,35000-VII-20,18 oktober 2018,Harry van der Molen, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,35000-VII-21,18 oktober 2018,Harry van der Molen, Christen-Democratisch Appèl,Monica den Boer, Democraten 66,Jan Middendorp, Volkspartij voor Vrijheid en Democratie,Indiener: R.W. Knops, staatssecretaris van Binnenlandse Zaken en Koninkrijksrelaties,Stieneke van der Graaf, ChristenUnie,,,,,,,,,,,,,,,,,,
3931,35000-VII-22,18 oktober 2018,Monica den Boer, Democraten 66,Stieneke van der Graaf, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,
3932,35000-VII-23,18 oktober 2018,Monica den Boer, Democraten 66,Harry van der Molen, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
3933,35000-VII-24,18 oktober 2018,Kees Verhoeven, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,35000-VII-26,18 oktober 2018,Stieneke van der Graaf, ChristenUnie,Harry van der Molen, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
3935,35000-VII-27,18 oktober 2018,Stieneke van der Graaf, ChristenUnie,Jan Middendorp, Volkspartij voor Vrijheid en Democratie,Nevin Özütok, GroenLinks,Monica den Boer, Democraten 66,Harry van der Molen, Christen-Democratisch Appèl,Roelof Bisschop, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,
3936,35000-VII-28,18 oktober 2018,Frank Wassenberg, Partij voor de Dieren,Nevin Özütok, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
3937,35000-VII-29,18 oktober 2018,Frank Wassenberg, Partij voor de Dieren,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
3938,35000-VII-30,18 oktober 2018,Frank Wassenberg, Partij voor de Dieren,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
3939,35000-VII-31,18 oktober 2018,Selçuk Öztürk, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,35000-VII-32,18 oktober 2018,Selçuk Öztürk, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,35000-VII-33,18 oktober 2018,Ronald van Raak, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,35000-VII-34,30 oktober 2018,Eerste ondertekenaar Jan Middendorp, Volkspartij voor Vrijheid en Democratie,Indiener: R.W. Knops, staatssecretaris van Binnenlandse Zaken en Koninkrijksrelaties,,,,,,,,,,,,,,,,,,,,,,,,
3943,35000-VII-35,30 oktober 2018,Eerste ondertekenaar Stieneke van der Graaf, ChristenUnie,Mede ondertekenaar Harry van der Molen, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
3944,35000-VII-39,12 november 2018,Alexander Kops, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
3945,35000-VII-40,12 november 2018,Alexander Kops, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
3946,35000-VII-41,12 november 2018,Alexander Kops, Partij voor de Vrijheid,Sietse Fritsma, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
3947,35000-VII-42,12 november 2018,Daniel Koerhuis, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,35000-VII-43,12 november 2018,Daniel Koerhuis, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
3949,35000-VII-44,12 november 2018,Daniel Koerhuis, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,35000-VII-45,12 november 2018,Paul Smeulders, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,35000-VII-46,12 november 2018,Paul Smeulders, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,35000-VII-47,12 november 2018,Paul Smeulders, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,35000-VII-48,12 november 2018,Paul Smeulders, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
3954,35000-VII-49,12 november 2018,Paul Smeulders, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,35000-VII-50,12 november 2018,Paul Smeulders, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,35000-VII-51,12 november 2018,Erik Ronnes, Christen-Democratisch Appèl,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
3957,35000-VII-52,12 november 2018,Erik Ronnes, Christen-Democratisch Appèl,Carla Dik-Faber, ChristenUnie,Indiener: Erik Ziengs, Volkspartij voor Vrijheid en Democratie,Indiener: K.H. Ollongren, minister van Binnenlandse Zaken en Koninkrijksrelaties,Indiener: K.H. Ollongren, minister van Binnenlandse Zaken en Koninkrijksrelaties,Daniel Koerhuis, Volkspartij voor Vrijheid en Democratie,Indiener: K.H. Ollongren, minister van Binnenlandse Zaken en Koninkrijksrelaties,Indiener: Erik Ziengs, Volkspartij voor Vrijheid en Democratie,Indiener: K.H. Ollongren, minister van Binnenlandse Zaken en Koninkrijksrelaties,Indiener: Erik Ziengs, Volkspartij voor Vrijheid en Democratie,Jessica van Eijs, Democraten 66,,,,,,
3958,35000-VII-53,12 november 2018,Sandra Beckerman, Socialistische Partij,Daniel Koerhuis, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
3959,35000-VII-54,12 november 2018,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,35000-VII-55,12 november 2018,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,35000-VII-56,12 november 2018,Sandra Beckerman, Socialistische Partij,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,
3962,35000-VII-57,12 november 2018,Jessica van Eijs, Democraten 66,Indiener: W.B. Hoekstra, minister van Financiën,Erik Ronnes, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,
3963,35000-VII-58,12 november 2018,Jessica van Eijs, Democraten 66,Daniel Koerhuis, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
3964,35000-VII-59,12 november 2018,Jessica van Eijs, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,35000-VII-60,12 november 2018,Henk Nijboer, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,35000-VII-61,12 november 2018,Carla Dik-Faber, ChristenUnie,Daniel Koerhuis, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
3967,35000-VII-62,12 november 2018,Carla Dik-Faber, ChristenUnie,Erik Ronnes, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
3968,35000-VII-63,12 november 2018,Carla Dik-Faber, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,35000-VII-64,12 november 2018,E.S. Akerboom, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,35000-VII-65,12 november 2018,E.S. Akerboom, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,35000-VII-66,12 november 2018,E.S. Akerboom, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,35000-VII-67,12 november 2018,E.S. Akerboom, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
3973,35000-VII-68,12 november 2018,Henk Krol, 50PLUS,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
3974,35000-VII-69,12 november 2018,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,35000-VII-70,12 november 2018,Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,35000-VII-75,20 november 2018,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,Mede ondertekenaar Farid Azarkan, DENK,Mede ondertekenaar Henk Nijboer, Partij van de Arbeid,Mede ondertekenaar Paul Smeulders, GroenLinks,Mede ondertekenaar Daniel Koerhuis, Volkspartij voor Vrijheid en Democratie,Mede ondertekenaar Henk Krol, 50PLUS,,,,,,,,,,,,,,,,
3977,35000-VII-76,20 november 2018,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
3978,35000-VII-77,20 november 2018,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,Mede ondertekenaar Henk Krol, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,
3979,35000-VIII-100,19 november 2018,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,35000-VIII-101,19 november 2018,Peter Kwint, Socialistische Partij,Corinne Ellemeet, GroenLinks,C. Teunissen, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,
3981,35000-VIII-102,19 november 2018,Peter Kwint, Socialistische Partij,Lodewijk Asscher, Partij van de Arbeid,C. Teunissen, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,
3982,35000-VIII-103,19 november 2018,Vera Bergkamp, Democraten 66,Carla Dik-Faber, ChristenUnie,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,
3983,35000-VIII-104,19 november 2018,Vera Bergkamp, Democraten 66,Thierry Aartsen, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
3984,35000-VIII-105,19 november 2018,Vera Bergkamp, Democraten 66,Lodewijk Asscher, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
3985,35000-VIII-106,19 november 2018,Lodewijk Asscher, Partij van de Arbeid,Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
3986,35000-VIII-107,19 november 2018,Lodewijk Asscher, Partij van de Arbeid,Corinne Ellemeet, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
3987,35000-VIII-108,19 november 2018,Lodewijk Asscher, Partij van de Arbeid,Peter Kwint, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
3988,35000-VIII-109,19 november 2018,Lodewijk Asscher, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,35000-VIII-110,19 november 2018,Carla Dik-Faber, ChristenUnie,Lodewijk Asscher, Partij van de Arbeid,Corinne Ellemeet, GroenLinks,C. Teunissen, Partij voor de Dieren,Peter Kwint, Socialistische Partij,,,,,,,,,,,,,,,,,,
3990,35000-VIII-111,19 november 2018,Carla Dik-Faber, ChristenUnie,Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
